Date,Workshop,UniqueID,ProgrammingLanguage,RawData,WriteProgram,SearchOnline,OvercomeProblem,ProgrammingConfident,AnalysesEasier,ProgrammingEfficient,ImmediatelyApply,Comfortable,WorkWithData,WorkshopStrengths,WorkshopImprovements,AccessibilityIssues,AccessibilityResponse,InstructorsClearAnswers,InstructorsEnthusiastic,InstructorsInteracting,InstructorsKnowledgeable,InstructorsOpenEnded,LikelyToRecommend,Country
1/22/18 10:24,Ecology,2weshe,R,Strongly agree,Agree,Strongly agree,Neutral,Neutral,Strongly agree,Agree,Strongly agree ,Strongly agree ,,The R explanation was very basic and was very helpful to understand all of the parts of building code. ,I think less time on SQL and more time with R would be beneficial to me. ,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Alex helped fix all of the many errors in my R markdown form. ,100,United States of America
1/18/18 7:48,I don't know.,2dugay,Python,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree ,Strongly agree ,,Practical application in the workshop and knowledgeable presenters and assistants,Sound system for the presenters  ,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Assisted in understanding the error messages and showed how to identify the fault in the script,100,South Africa
1/17/18 8:49,I don't know.,2harid,Python,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree ,Strongly agree ,,,,No,,Agree,Strongly agree,Strongly agree,Strongly agree,,100,South Africa
1/17/18 7:19,I don't know.,0duqua,Python,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree ,Agree ,,,,No,,Agree,Agree,Agree,Agree,,60,South Africa
1/17/18 5:58,I don't know.,4kahut,Python,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree ,Agree ,,It was very interractive,More time is required to understand the concepts ,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,walking me though the procedure of writing the commands ,82,South Africa
1/17/18 4:28,I don't know.,1caloe,Python,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Disagree ,Agree ,,"opening my eyes to other ways of computing than my FORTRAN skills which I have honed over 50 years and Excel, which I'm comfortable with","a simple list of common commands and their uses, rather than the instructors demonstrating their skills at using Python",No,,Agree,Agree,Strongly agree,Agree,"whenever I got stuck, I had help within seconds",80,South Africa
1/17/18 4:15,I don't know.,2gefai,Python,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree ,Strongly agree ,,Well organised  Efficient,Limited time  Short days of training,No,,Strongly agree,Strongly agree,Agree,Strongly agree,Motivated me to how real I can apply Python of SQL for real problems in data handling and analysis,100,South Africa
1/17/18 2:50,Ecology,2haken,Python,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree ,Strongly agree ,,Interactive learning  practical examples covered with raw data,extending it to one or two weeks,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I did not have a laptop but managed to get one to use for the workshop from one of the instructors.  ,76,South Africa
1/17/18 2:02,Reproducible Research,3neken,Python,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree ,Agree ,,"Started with the basics, which is great for those new to programming! The Tutors went through everything step by step and clearly explained each step / process.",Possibly have sessions where attendees can get assistance on a problem they are having and discuss how best to overcome the challenge.,No,,Agree,Strongly agree,Strongly agree,Agree,They answered any questions that I had,96,South Africa
1/17/18 1:42,,6masea,Python,Strongly agree,Agree,Agree,Neutral,Disagree,Agree,Strongly agree,Agree ,Agree ,,#NAME?,extending the duration to at least three days allow for more time to understand the content covered in the workshop. ,No,,Agree,Agree,Agree,Agree,By attending to queries promptly whenever I did not move at the same pace as the instructor who was on the floor ,100,South Africa
1/17/18 1:07,I don't know.,2ibhun,Python,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree ,Strongly agree ,,The workshop was generally well-organized   The workshop offered active participation via different exercises  The workshop was tailored to suite beginners (i.e. people with little no experience in programming    ,Increase the number of days to allow for exploration of other topics or areas of application of Python,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,The use of colored stickers to monitor the level of assimilation of participants per area covered,100,South Africa
1/14/18 18:38,Ecology,,R,Neutral,Agree,Agree,Neutral,Agree,Strongly agree,Strongly agree,Neutral ,Strongly agree ,,"case study included, and much more useful than theory only",the presentation can be improve,No,,Neutral,Strongly agree,Agree,Neutral,,90,United States of America
1/13/18 10:37,Reproducible Research,3lared,Python,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,,,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,70,United States of America
3/20/18 2:10,Ecology,2bewil,Python,,,,,,,,   ,  ,,,,,,,,,,,,South Africa
1/12/18 23:14,Reproducible Research,,,,,,,,,,   ,  ,,,,,,,,,,,,
1/12/18 18:41,Reproducible Research,1unjac,Python,Strongly agree,Agree,Strongly agree,,Agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,,,No,,Agree,Strongly agree,Strongly agree,Strongly agree,,100,United States of America
1/13/18 15:47,Reproducible Research,2bo62n,Python,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree ,Neutral ,,I liked that this was hands-on and that I was able to code with the instructor.,"- Different classroom with larger screen  - When learning for loops I felt like we went really quickly past the justification for each line of code. It was just like ""type this for this. Next..."". Personally, I need a little time to process this before typing the next piece of code, because while the class is continuing onward, I'm like ""wait, why did we type this?"" For me, I'd like to integrate it into my head and understand what each line is doing before moving on. As a result, if you were to ask me to repeat those analyses that we did, I couldn't. Although, I could go back and copy/paste, perhaps hack it a bit, and I would be able to. Not sure if that was the point or the former. Either way, I would've liked a bit more time to digest each line before moving to the next one.",No,,Agree,Strongly agree,Strongly agree,Strongly agree,I was able to ask questions in between breaks and the instructors were able to talk with me until I understood what I was confused about.,50,United States of America
1/12/18 18:43,Reproducible Research,1daflo,Python,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree ,Strongly agree ,,The workshop had good info about working with jupyter and processing dataframe data using python. I found the information regarding data management methods to be useful.,"I know that the workshop is generally designed for people with less coding experience, but it might be nice to see how to convert existing projects to notebooks so that we can adapt these methods to current projects.",No,,Strongly agree,Strongly agree,Agree,Strongly agree,I had a question about working with my own data that the instructors were immediately able to assist me with.,84,United States of America
1/12/18 18:41,Reproducible Research,1nysha,Python,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,"Great team, interactive, informative, and extremely useful! ",I think just go a little slower when clicking around. Need a bigger text! ,No,N/A,Agree,Strongly agree,Strongly agree,Strongly agree,HELPED ME SO MUCH! The individual attention was really nice and needed. ,100,United States of America
1/12/18 18:40,Reproducible Research,0sabea,Python,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree ,Strongly agree ,,Very friendly learning environment. Good pacing.  Good timing of breaks/food. ,Would have preferred to delve into Data Cleaning rather than spending as much time on the Sharing/Publication sections,No,,Agree,Strongly agree,Strongly agree,Strongly agree,,100,United States of America
1/12/18 18:42,Reproducible Research,1satre,Python,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,Learning about Jupyter  Intro to Python  The automation module was the smoothest,"Make the screen text larger  Sometimes links were broken  Sometimes the instructors clicked through links quickly, so it was difficult to follow.",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,100,United States of America
1/12/18 16:35,Ecology,1pomtp,Python,Agree,Agree,Agree,Neutral,Neutral,Strongly agree,Strongly agree,Agree ,Strongly agree ,,learning the statistical applications of python,"dont start at 830am.   do an end of day review of the top 5 major concepts covered that day.  make the workshop 3 days. That way we could incorporate practice modules into the day after each unit/section. When we move on from one concept/function to another, things can get lost. Practicing/repetition is important for getting comfortable with the language and the software.",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,David did this thing where he typed a function and then stood up and walked through each element piece of it. That was really good for retention and helping understand. ,100,United States of America
1/12/18 16:30,Ecology,1rbblo,Python,Strongly agree,Agree,Strongly agree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,"It was a comfortable, yet challenging environment.  I had the support to attempt things that I would not otherwise try to learn, and the challenges were inspiring rather than a deterrent","There was a variety of skill levels in the class. It may be helpful to break down these levels further (absolute beginner, novice, etc)",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Helps troubleshooted technical to comprehension issues patiently and effectively.  Instructors discussed applications of the training workshops and the training material itself outside of our experience, tailored to the indsutry/subject matter we personally worked with",100,United States of America
1/12/18 16:31,Ecology,0niham,Python,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,Stats and Plotting codes that we learned can be immediately applied to our projects.  Vivid lecture.  Good pace.,Just wish the workshop could be longer,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,We can interact on Etherpad with instructors,100,United States of America
1/12/18 16:30,Ecology,1seclo,Python,Strongly agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree ,Strongly agree ,,instructors are knowledgeable and friendly; broad range of topics covered ,"topics are too broad; it would be great if class could be more targeted based on levels of knowledge, research methods (qual vs. quant), etc. ",No,,Agree,Strongly agree,Strongly agree,Strongly agree,,90,United States of America
1/12/18 16:28,Social Sciences,,Python,Strongly agree,Agree,Agree,Strongly agree,,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,"Much information, kind explanation",,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Detailed explanations,100,United States of America
1/12/18 16:29,Ecology,1iophi,Python,Strongly agree,Neutral,Strongly agree,Agree,Neutral,Neutral,Agree,Neutral ,Strongly agree ,,"So many different resources were suggested for me to look at after this training is over. They are free, which especially encourages us to use them.",Perhaps more time could be dedicated for each programming language/skill as some topics were more in depth than others. More than two days would be great.,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Questions were answered right away and instructors would ""break"" some codes to offer perspectives in why some things wouldn't work and how you could go about solving them on your own.",90,United States of America
1/12/18 16:28,Ecology,1afhar,Python,Strongly agree,Agree,Agree,Strongly disagree,Neutral,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,resourceful,it would be more data analysis oriented,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,92,United States of America
1/12/18 16:29,Ecology,1eheun,Python,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree ,Agree ,,new experience of data management,narrow down the topic,No,,Agree,Agree,Agree,Agree,they are expert to explain well,92,United States of America
1/12/18 16:27,Ecology,2waval,Python,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,"Friendly, enthusiastic instructors. Good overview of many useful topics. Software/data was generally easy to download and use","Stick to the schedule better- we didn't cover all of the things we were supposed to, which was disappointing.",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,90,United States of America
1/12/18 16:27,Ecology,1chhun,Python,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree ,Strongly agree ,,"The passion shown by both the teachers, and the amount of material they were able to cover",Not much. The audience was diverse. Would love to take up more such workshops.,No,,Agree,Strongly agree,Strongly agree,Strongly agree,Their passion and enthusiasm in learning new technology inspires me to learn more.,97,United States of America
1/12/18 18:12,Ecology,3kahar,Python,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,Amazing way of teaching and every participant's query were entertained.,None. keep it up! :),No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,100,United States of America
1/12/18 16:28,Ecology,,Python,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral ,Agree ,,Good delivery,,No,,Agree,Strongly agree,Strongly agree,Strongly agree,,99,United States of America
1/12/18 16:27,,1kaham,Python,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree ,Agree ,,Python in particular,Python and SQL Programming,No,,Agree,Strongly agree,Strongly agree,Agree,My all query were asnwered.,90,United States of America
1/12/18 16:28,Ecology,0hewas,Python,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree ,Strongly agree ,,Progressive and helpful,The font size on the screen could be bigger,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,100,United States of America
1/12/18 16:27,I don't know.,2habri,Python,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,The amount covered took me from 0 experience to being confident in working with python and SQL. Great data analysis tools and general resources presented,followup with an advanced workshop at a later date,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,They gave me personalized assistance to my questions and helped me find resources specific to my interests and needs,100,United States of America
1/12/18 16:25,I don't know.,1mecro,Python,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral ,Agree ,,Session was interactive ,Instructors' pace of teaching was a bit more,Yes,NA,Neutral,Agree,Strongly agree,Agree,,96,United States of America
1/12/18 9:43,I don't know.,2harid,Python,,,,,,,,   ,  ,,,,,,,,,,,,
1/12/18 4:35,,,R,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,It can enhance skill.    ,Give me new things about different program,No,,,,,,,,
1/18/18 7:53,Ecology,0awadi,R,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,   ,Agree ,,,,,,,,,,,,Ethiopia
1/10/18 16:49,Ecology,1sashe,R,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,The fact that different instructors each taught their expertise was invaluable. ,"The schedule listed ""coffee"" in the afternoon breaks, but there was no coffee in the afternoon. FIxing this error would improve the workshop. ",No,,Strongly agree,Agree,Agree,Strongly agree,"When I had a problem loading a package, Karl worked with me to fix it before moving on which was very helpful. ",100,United States of America
1/10/18 16:51,Reproducible Research,1wobla,R,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree ,Strongly agree ,,"Excellent pace- never felt too slow or too fast.  Very efficiently taught me the basics of SQL and OpenRefine, and greatly improved my comfort level with data management and visualization in R.",Perhaps give a second dataset that we could try exploring on our own as homework between days? The workshop quickly moved us through an analysis of the chosen dataset but it's harder to know how to proceed when you aren't being guided along.,No,,Strongly agree,Strongly agree,Strongly agree,Agree,All questions I had were answered quickly,100,United States of America
1/10/18 13:04,Ecology,2incha,R,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree ,Strongly agree ,,Excellent references and resources provided to look over for later learning.,The pacing was a little slow at times during the covering of basic material.,No,,Agree,Strongly agree,Strongly agree,Strongly agree,,80,United States of America
1/10/18 12:46,Reproducible Research,2maspa,R,Strongly agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree ,Agree ,,"With just a couple exceptions, the workshop had very good instructors and the format of building from basics was pretty clean.",,No,,Agree,Agree,Agree,Agree,,100,United States of America
1/10/18 12:14,Reproducible Research,6habla,R,Strongly agree,Agree,Disagree,Disagree,Neutral,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,"Applicable to all levels of experience, mostly knowledgeable instructors/helpers, very well organized, conveniently timed (prior to the start of the second semester - which means I have some experience with my data but I'm not anxiously juggling schoolwork while attending the workshop).","A couple instructors, mostly one, seemed not quite experienced and was challenging to work with because questions received responses like ""I'm just not sure"" or ""I really don't know"", when they were fairly beginner-level questions.  Additionally, an improvement I'd like to see is this reoccurring more frequently AND having ""next steps"" classes that go over the same topics at the next level; I know there are other classes offered in the coming weeks, but those topics are varied and I don't have specific questions, I'd just like a workshop just like this but at a slightly higher level.",Yes,"Not very applicable to most people, but I have an issue with my computer limiting the storage space so it was challenging downloading and saving various programs and files.",Neutral,Strongly agree,Strongly agree,Neutral,"Karl was incredibly knowledgeable but modest - we knew he's highly skilled, but he didn't come across as arrogant (other instructors are also highly skilled, but were less modest). I really appreciated the time he took to answer questions that initially seemed off topic or too in-depth, those were fascinating conversations.",100,United States of America
1/10/18 10:28,I don't know.,,,,,,,,,,   ,  ,,,,,,,,,,,,
1/9/18 22:26,I don't know.,,R,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,"Super helpful lectures and friendly helpers. I wish, we can have more such courses.",may be it can be for more days and the schedule can be spread over in evenings. ,Yes,,,,,,,,
1/9/18 21:33,Reproducible Research,1glshe,R,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,Very good introduction for someone who has never had exposure data handling and programming experience. It was very systematic and explanations made a lot of sense rather than just following instructions on a manual ,Might be able to cover a bit more on R codes for statistical data analysis ,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,100,United States of America
1/9/18 17:16,Reproducible Research,1duhan,R,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,This workshop was hands-on and gave me the push to practice the skills we were learning. It was well-spaced out throughout each day. The instructors were encouraging and engaging.,"Some of the earlier parts of the first day on data spreadsheets was a bit slow paced, though very important information was provided. Providing practice problems for outside of the workshop would be helpful.",No,,Strongly agree,Strongly agree,Strongly agree,Agree,,65,United States of America
1/9/18 17:13,Reproducible Research,2roreg,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree ,Strongly agree ,,"Very grassroots, covering all the basic, common problems made in analyzing, collecting and evaluating data","Could do things to build on it--make the projects/challenges more difficult, comprehensive",No,,Strongly agree,Strongly agree,Strongly agree,Agree,Some humor added intermittently made it more engaging,82,United States of America
1/9/18 17:14,Reproducible Research,2auwoo,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,the hands on nature of it.,Maybe some of the new teachers can practice their sections on a small group before bringing it to the large group to iron out any errors or flow problems.,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Alex Badges was super enthusiastic and that made learning R quite a bit of fun.,100,United States of America
1/9/18 17:19,Reproducible Research,2WAGOR,R,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree ,Agree ,,#NAME?,#NAME?,No,,Agree,Agree,Agree,Agree,- researched novel questions I had for them that they didn't immediately know the answer to and followed up with me subsequently,95,United States of America
1/9/18 17:13,Reproducible Research,0grblu,R,Strongly agree,Neutral,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree ,Agree ,,well organized and passionate instructors,better ability to tailor to the needs and still level of the people in the workshop,No,,Agree,Agree,Agree,Agree,,92,United States of America
1/9/18 17:14,Reproducible Research,1NaHem,R,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,Good breadth of topics covered. ,I was hoping we would go more in depth into R.,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Got one-on-one help.,90,United States of America
1/9/18 17:13,Reproducible Research,2sipau,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree ,Agree ,,Exposure to a wide array of concepts and tools,"There could have been less time spent on spreadsheets as it mainly was used to show the difficulties associated with the spreadsheets approach. Important to display the difference.  A comparison between OpenRefine, SQL and R would be useful post describing all of the tools and going through the practice for each",No,,Agree,Agree,Agree,Neutral,,90,United States of America
1/9/18 17:12,I don't know.,2wiwes,R,Strongly agree,Neutral,Agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree ,Agree ,,"hand-on exercises, small group work",review of handouts,No,,Agree,Agree,Agree,Agree,,90,United States of America
1/9/18 17:10,Reproducible Research,2stfah,R,Strongly agree,Disagree,Agree,Neutral,Neutral,Strongly agree,Strongly agree,Agree ,Agree ,,"It was great at teaching the basics of R, SQL, and open refine",The pace was a little bit too quick for someone who hasn't had previous experience with these programs. ,Yes,,Strongly agree,Agree,Agree,Strongly agree,Alex was enthusiastic and that helped make it more interesting. ,97,United States of America
1/9/18 17:10,Reproducible Research,1ancar,R,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Neutral ,Strongly agree ,,,,No,,Agree,Strongly agree,Strongly agree,Strongly agree,,90,United States of America
1/9/18 17:11,I don't know.,1harus,R,Strongly agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral ,Agree ,,,,No,,Disagree,Agree,Agree,Strongly agree,,89,United States of America
1/9/18 17:11,Reproducible Research,1newas,R,Strongly agree,Neutral,Agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,The environment was very open to questions which was great. I like the challenge questions that provide time to work out what is presented.,"Some of the topics felt a little rushed and weren't as clear to me, which could also just be a result of how new this is to me. ",No,,Strongly agree,Strongly agree,Strongly agree,Agree,Alex was very enthusiastic and made me feel excited to keep learning. I liked that Alex and Karl both were clear in defining terms and kept an outline on the board. ,95,United States of America
1/9/18 17:11,Reproducible Research,1lolin,R,Strongly agree,Agree,Neutral,Neutral,Disagree,Agree,Agree,Agree ,Agree ,,introducing programs I had never heard of,"some mention of doing stats in R, not just descriptive and graphs. I know time is an issue though",No,,Agree,Agree,Strongly agree,Agree,,95,United States of America
1/9/18 17:11,Ecology,1magan,R,Strongly agree,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Agree ,Neutral ,,,,Yes,the verbal instructions got going pretty quick. At times it was hard to execute the examples while listening to the information,Agree,Strongly agree,Agree,Agree,"An instructor tweeted about my choice of laptop and OS, which was jarring and I had a hard time concentrating on new info.",77,United States of America
1/10/18 10:37,Reproducible Research,2chmai,R,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,Very informative and mostly very organized. Good environment for group work,"I thought the ggplot portion of the workshop was a bit rushed and disorganized, but this may have been on the part of the instructor",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,The instructors and helpers were readily available to consult on questions ranging from typos or small coding errors to questions about the bigger concepts being taught,96,United States of America
1/9/18 17:10,I don't know.,3wagil,R,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree ,Agree ,,Coverage of softwares,"We should take raw data in the first day and take it though analysis, using it for all sections.",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,They addressed every question I had,99,United States of America
1/9/18 17:10,Ecology,3maseg,R,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree ,Strongly agree ,,"Great introduction to several useful programs, good pace, kind, enthusiastic instructors","afternoon tea, offered more often",No,,Agree,Strongly agree,Strongly agree,Strongly agree,"Instructors were enthusiastic and kept a good moderate pace, so we could pay attention and not fall behind.",98,United States of America
1/9/18 17:11,Ecology,2mijen,R,Strongly agree,Agree,Strongly agree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,"Good pace, collaborative, doesn't assume any prior knowledge, skill focussed on things that we can apply immediately, knowledgable facilators. Glad you're offering follow up sessions!  ",Afternoon coffee/tea/snack?   ,No,,Agree,Agree,Strongly agree,Strongly agree,Learning R felt very daunting and Alex's enthusiasm and way he went through it was engaging and helpful ,92,United States of America
1/9/18 17:11,I don't know.,2spseg,R,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree ,Strongly agree ,,covered lots of material.  many sessions gave practical scenarios that I could relate to my own work,"Do more scenarios, like the SQL section.  I like the ""word problem"" scenario approach that helps answer why you might use it.  Go a little bit slower at the beginning of each session to allow everyone to ""transition"" mentally and get their workspaces in order.",,,Agree,Strongly agree,Agree,Agree,"The R basics instructor in particular made me feel comfortable asking questions.  I didn't worry about asking ""stupid"" questions.  He acknowledged that this is difficult several times and seemed sympathetic.",100,United States of America
1/9/18 17:11,Ecology,,,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree ,Agree ,,They went over most of the basics for every thing they introduced,"Often, there was not enough time to take notes and listen at the same time",Yes,openRefine gave me some trouble and I missed that whole section because I just couldn't get it open in anything other than internet explorer and the only problem was that internet explorer COULD open it but then got hung up on something. I just needed to paste the url into a new browser after opening it internet explorer. Super wierd.,Agree,Agree,Agree,Strongly agree,,92,United States of America
1/9/18 17:08,Reproducible Research,1hasam,R,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Neutral ,Agree ,,It covered a broad spectrum of topics that I think will be useful in my work.,I think more time could be spent on the R sections.  That day felt very rushed the entire time to get through all of the information.,No,,Agree,Agree,Agree,Agree,They answered my questions.,94,United States of America
1/9/18 17:08,Reproducible Research,2chvil,R,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree ,Agree ,,"1. Well-organized  2. I enjoyed how it was a ""taste"" of different approaches to managing data, and that there were different folks who taught each segment  3. Well-communicated ahead of time: workshop goals, learning objectives, location of workshop, etc.","1. Some of the teaching was not as good as it could have been, some instructors seemed to have difficulty with a few problems they ran into during the workshop (e.g. can't open a certain file, etc.",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Having helpers walking around constantly made it easy to ask questions.,100,United States of America
1/9/18 17:07,I don't know.,0zhuni,R,Strongly agree,Disagree,Neutral,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,The R part of the workshop is really helpful,I think we can use more time in the first day to demonstrate more examples that how R and other data mangement methods can be applied in different areas.,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,100,United States of America
1/8/18 15:13,Social Sciences,1sobla,Python,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Strongly disagree ,Agree ,,I loved the fact that there was an online platform for questions while the workshop was running. I also liked the fact that the topics of the workshop were diverse and it was sort of fast-paced.,In my opinion the Python material that was covered was more of an intermediate than a basic level. I have never worked with Python before and was only able to follow because I have had experience of using R. The workshop could be improved by making the Python part for beginners so it is easy to follow for everyone.,No,,Agree,Agree,Agree,Strongly agree,The instructor was highly knowledgeable but at times I would have troubles hearing him out. I would suggest using a microphone to avoid this in future workshops.,70,United Kingdom
1/8/18 11:08,I don't know.,2elfif,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,Strongly agree,Methodical approach,,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,90,United States of America
1/3/18 13:53,I don't know.,2scbar,R,Strongly agree,Disagree,Agree,Neutral,Disagree,Strongly agree,Strongly agree,Disagree ,Agree ,Neutral,Great support. Nicely explained/appropriate pace and attention to the attendees,Focus more on R. Forget about the GitHub part.,No,,Agree,Strongly agree,Strongly agree,Agree,,68,Canada
1/2/18 15:07,Ecology,1grcro,R,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree ,Strongly agree ,Agree,"The instructors were wonderful. We ran into some problems, and they were very patient and did their best to solve them.",I can't think of any. Maybe update the pre-workshop instructions so they are more in line with current versions of things. ,No,,Strongly agree,Agree,Strongly agree,Strongly agree,Providing specific instructions about how to navigate to load some data. ,90,United States of America
1/2/18 12:31,Ecology,2gr4th,R,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree ,Agree ,Agree,having us use our own laptops.  the post-it notes were clever.,having a data analysis goal that we accomplish from start to finish.  anything we did with the data was hodge-podge.,No,,Agree,Strongly agree,Agree,Agree,,65,United States of America
1/2/18 12:19,Ecology,,,,,,,,,,   ,  ,,,,,,,,,,,,
